基金代码,拼音缩写,基金简称,基金类型,拼音全称
000974,AXXFYYGPA,安信消费医药股票A,股票型,ANXINXIAOFEIYIYAOGUPIAOA
000976,CCXXCYHHA,长城新兴产业混合A,混合型-灵活,CHANGCHENGXINXINGCHANYEHUNHEA
000977,CCHBZTHHA,长城环保主题混合A,混合型-灵活,CHANGCHENGHUANBAOZHUTIHUNHEA
000978,JSCCLHJXGPA,景顺长城量化精选股票A,股票型,JINGSHUNCHANGCHENGLIANGHUAJINGXUANGUPIAOA
000979,JSCCHGSJXGPA,景顺长城沪港深精选股票A,股票型,JINGSHUNCHANGCHENGHUGANGSHENJINGXUANGUPIAOA
000985,JSNXCLGP,嘉实逆向策略股票,股票型,JIASHINIXIANGCELUEGUPIAO
000986,TPLHPZ,太平灵活配置,混合型-灵活,TAIPINGLINGHUOPEIZHI
000991,GYZLZXGPA,工银战略转型股票A,股票型,GONGYINZHANLUEZHUANXINGGUPIAOA
000993,HBWJHBHH,华宝稳健回报混合,混合型-灵活,HUABAOWENJIANHUIBAOHUNHE
000994,JXRYLHPZHHA,建信睿盈灵活配置混合A,混合型-灵活,JIANXINRUIYINGLINGHUOPEIZHIHUNHEA
000995,JXRYLHPZHHC,建信睿盈灵活配置混合C,混合型-灵活,JIANXINRUIYINGLINGHUOPEIZHIHUNHEC
000996,ZYXDLGPA,中银新动力股票A,股票型,ZHONGYINXINDONGLIGUPIAOA
001000,ZOMRXQDHH,中欧明睿新起点混合,混合型-偏股,ZHONGOUMINGRUIXINQIDIANHUNHE
001004,XHWJHBLHPZHHFQ,新华稳健回报灵活配置混合发起,混合型-灵活,XINHUAWENJIANHUIBAOLINGHUOPEIZHIHUNHEFAQI
001007,GLAXALHPZHH,国联安鑫安灵活配置混合,混合型-灵活,GUOLIANANXINANLINGHUOPEIZHIHUNHE
001008,GYGQGGGP,工银国企改革股票,股票型,GONGYINGUOQIGAIGEGUPIAO
001009,MGAQZLGPA,摩根安全战略股票A,股票型,MOGENANQUANZHANLUEGUPIAOA
001017,HLGGDLHHA,宏利改革动力混合A,混合型-灵活,HONGLIGAIGEDONGLIHUNHEA
001018,YFDXJJHH,易方达新经济混合,混合型-灵活,YIFANGDAXINJINGJIHUNHE
001028,HAWLWZTGPA,华安物联网主题股票A,股票型,HUAANWULIANWANGZHUTIGUPIAOA
001030,THYDSHYXHHA,天弘云端生活优选混合A,混合型-灵活,TIANHONGYUNDUANSHENGHUOYOUXUANHUNHEA
001036,JSQYBGGP,嘉实企业变革股票,股票型,JIASHIQIYEBIANGEGUPIAO
001037,GTRYRYGGHHA,国投瑞银锐意改革混合A,混合型-灵活,GUOTOURUIYINRUIYIGAIGEHUNHEA
001039,JSXJZZGP,嘉实先进制造股票,股票型,JIASHIXIANJINZHIZAOGUPIAO
001040,XHCLJXGPA,新华策略精选股票A,股票型,XINHUACELUEJINGXUANGUPIAOA
001042,HXLXGP,华夏领先股票,股票型,HUAXIALINGXIANGUPIAO
001043,GYMLCZGPA,工银美丽城镇股票A,股票型,GONGYINMEILICHENGZHENGUPIAOA
001044,JSXXFGPA,嘉实新消费股票A,股票型,JIASHIXINXIAOFEIGUPIAOA
001047,GDGQGGGPA,光大国企改革股票A,股票型,GUANGDAGUOQIGAIGEGUPIAOA
001048,FGXXCYGPA,富国新兴产业股票A,股票型,FUGUOXINXINGCHANYEGUPIAOA
001049,FGXXCYGPA,富国新兴产业股票A(后端),股票型,FUGUOXINXINGCHANYEGUPIAOA
001053,NFCXJJ,南方创新经济,混合型-灵活,NANFANGCHUANGXINJINGJI
001054,GYXJRGPA,工银新金融股票A,股票型,GONGYINXINJINRONGGUPIAOA
001056,HYJKSHZTLHPZ,华银健康生活主题灵活配置,混合型-灵活,HUAYINJIANKANGSHENGHUOZHUTILINGHUOPEIZHI
001060,QHKYGDZBZZHHA,前海开源高端装备制造混合A,混合型-灵活,QIANHAIKAIYUANGAODUANZHUANGBEIZHIZAOHUNHEA
001067,PHHSHHA,鹏华弘盛混合A,混合型-灵活,PENGHUAHONGSHENGHUNHEA
001068,GXGZXRA,国新国证新锐A,混合型-灵活,GUOXINGUOZHENGXINRUIA
001069,HTBRXFCZHH,华泰柏瑞消费成长混合,混合型-灵活,HUATAIBAIRUIXIAOFEICHENGZHANGHUNHE
001070,JXXXCYGPA,建信信息产业股票A,股票型,JIANXINXINXICHANYEGUPIAOA
001071,HAMTHLWHHA,华安媒体互联网混合A,混合型-灵活,HUAANMEITIHULIANWANGHUNHEA
001072,HAZNZBZTGPA,华安智能装备主题股票A,股票型,HUAANZHINENGZHUANGBEIZHUTIGUPIAOA
001074,HTBRLHQDHHA,华泰柏瑞量化驱动混合A,混合型-灵活,HUATAIBAIRUILIANGHUAQUDONGHUNHEA
001075,BYZXDLHHA,宝盈转型动力混合A,混合型-灵活,BAOYINGZHUANXINGDONGLIHUNHEA
001076,YFDGGHLHH,易方达改革红利混合,混合型-偏股,YIFANGDAGAIGEHONGLIHUNHE
001088,HBGCDXHHA,华宝国策导向混合A,混合型-偏股,HUABAOGUOCEDAOXIANGHUNHEA
001097,HTBRJJYXGPA,华泰柏瑞积极优选股票A,股票型,HUATAIBAIRUIJIJIYOUXUANGUPIAOA
001102,QHKYGJBJYSHHA,前海开源国家比较优势混合A,混合型-灵活,QIANHAIKAIYUANGUOJIABIJIAOYOUSHIHUNHEA
001103,QHKYGYGM40HH,前海开源工业革命4.0混合,混合型-灵活,QIANHAIKAIYUANGONGYEGEMING40HUNHE
001104,HAXSLZTGPA,华安新丝路主题股票A,股票型,HUAANXINSILUZHUTIGUPIAOA
001105,XAZXCXGPA,信澳转型创新股票A,股票型,XINAOZHUANXINGCHUANGXINGUPIAOA
001106,HSJKSHHH,华商健康生活混合,混合型-灵活,HUASHANGJIANKANGSHENGHUOHUNHE
001110,ZOJQLHPZHHA,中欧瑾泉灵活配置混合A,混合型-灵活,ZHONGOUJINQUANLINGHUOPEIZHIHUNHEA
001111,ZOJQLHPZHHC,中欧瑾泉灵活配置混合C,混合型-灵活,ZHONGOUJINQUANLINGHUOPEIZHIHUNHEC
001112,DFHZGYSHH,东方红中国优势混合,混合型-灵活,DONGFANGHONGZHONGGUOYOUSHIHUNHE
001117,ZOJXDQKFHHA,中欧精选定期开放混合A,混合型-灵活,ZHONGOUJINGXUANDINGQIKAIFANGHUNHEA
001118,HBSJQDHHA,华宝事件驱动混合A,混合型-偏股,HUABAOSHIJIANQUDONGHUNHEA
001120,DFRXRDWJHHA,东方睿鑫热点挖掘混合A,混合型-灵活,DONGFANGRUIXINREDIANWAJUEHUNHEA
001121,DFRXRDWJHHC,东方睿鑫热点挖掘混合C,混合型-灵活,DONGFANGRUIXINREDIANWAJUEHUNHEC
001122,PHHLHHA,鹏华弘利混合A,混合型-灵活,PENGHUAHONGLIHUNHEA
001123,PHHLHHC,鹏华弘利混合C,混合型-灵活,PENGHUAHONGLIHUNHEC
001125,BSHLWZTLHPZHH,博时互联网主题灵活配置混合,混合型-灵活,BOSHIHULIANWANGZHUTILINGHUOPEIZHIHUNHE
001126,MGZYZZGPA,摩根卓越制造股票A,股票型,MOGENZHUOYUEZHIZAOGUPIAOA
001127,ZYHGCLHHA,中银宏观策略混合A,混合型-灵活,ZHONGYINHONGGUANCELUEHUNHEA
001128,BYXXCYHHA,宝盈新兴产业混合A,混合型-灵活,BAOYINGXINXINGCHANYEHUNHEA
001135,YMPZSJHHA,益民品质升级混合A,混合型-灵活,YIMINPINZHISHENGJIHUNHEA
001136,YFDYRLHPZHHA,易方达裕如灵活配置混合A,混合型-灵活,YIFANGDAYURULINGHUOPEIZHIHUNHEA
001139,HAXDLLHPZHHA,华安新动力灵活配置混合A,混合型-灵活,HUAANXINDONGLILINGHUOPEIZHIHUNHEA
001140,GYZHBLHPZHHA,工银总回报灵活配置混合A,混合型-灵活,GONGYINZONGHUIBAOLINGHUOPEIZHIHUNHEA
001143,HSLHJQHH,华商量化进取混合,混合型-灵活,HUASHANGLIANGHUAJINQUHUNHE
001144,DCHLWSWHHA,大成互联网思维混合A,混合型-灵活,DACHENGHULIANWANGSIWEIHUNHEA
001146,ZOJYLHPZHHA,中欧瑾源灵活配置混合A,混合型-灵活,ZHONGOUJINYUANLINGHUOPEIZHIHUNHEA
001147,ZOJYLHPZHHC,中欧瑾源灵活配置混合C,混合型-灵活,ZHONGOUJINYUANLINGHUOPEIZHIHUNHEC
001148,SWLXDCLLHPZHHA,申万菱信多策略灵活配置混合A,混合型-灵活,SHENWANLINGXINDUOCELUELINGHUOPEIZHIHUNHEA
001150,RTHLWCMLHPZHH,融通互联网传媒灵活配置混合,混合型-灵活,RONGTONGHULIANWANGCHUANMEILINGHUOPEIZHIHUNHE
001151,RTHLWCMLHPZHH,融通互联网传媒灵活配置混合(后端),混合型-灵活,RONGTONGHULIANWANGCHUANMEILINGHUOPEIZHIHUNHE
001152,RTXQYXJJLHPZHH,融通新区域新经济灵活配置混合,混合型-灵活,RONGTONGXINQUYUXINJINGJILINGHUOPEIZHIHUNHE
001153,RTXQYXJJLHPZHH,融通新区域新经济灵活配置混合(后端),混合型-灵活,RONGTONGXINQUYUXINJINGJILINGHUOPEIZHIHUNHE
001154,HYPAZGZTLHPZ,华银平安中国主题灵活配置,混合型-灵活,HUAYINPINGANZHONGGUOZHUTILINGHUOPEIZHI
001156,SWLXXNYQCZTLHPZHHA,申万菱信新能源汽车主题灵活配置混合A,混合型-灵活,SHENWANLINGXINXINNENGYUANQICHEZHUTILINGHUOPEIZHIHUNHEA
001157,GLARQLHPZHH,国联安睿祺灵活配置混合,混合型-灵活,GUOLIANANRUIQILINGHUOPEIZHIHUNHE
001158,GYXCLXNYGP,工银新材料新能源股票,股票型,GONGYINXINCAILIAOXINNENGYUANGUPIAO
001162,QHKYYSLCGPA,前海开源优势蓝筹股票A,股票型,QIANHAIKAIYUANYOUSHILANCHOUGUPIAOA
001163,YHZGM30GP,银华中国梦30股票,股票型,YINHUAZHONGGUOMENG30GUPIAO
001164,ZOQHLHPZHHA,中欧琪和灵活配置混合A,混合型-灵活,ZHONGOUQIHELINGHUOPEIZHIHUNHEA
001165,ZOQHLHPZHHC,中欧琪和灵活配置混合C,混合型-灵活,ZHONGOUQIHELINGHUOPEIZHIHUNHEC
001166,JXHBCYGPA,建信环保产业股票A,股票型,JIANXINHUANBAOCHANYEGUPIAOA
001167,JYKJCXGPA,金鹰科技创新股票A,股票型,JINYINGKEJICHUANGXINGUPIAOA
001170,HLFXHHA,宏利复兴混合A,混合型-灵活,HONGLIFUXINGHUNHEA
001171,GYYLCYGPA,工银养老产业股票A,股票型,GONGYINYANGLAOCHANYEGUPIAOA
001172,PHHZHHA,鹏华弘泽混合A,混合型-灵活,PENGHUAHONGZEHUNHEA
001173,ZOJHLHPZHHA,中欧瑾和灵活配置混合A,混合型-灵活,ZHONGOUJINHELINGHUOPEIZHIHUNHEA
001174,ZOJHLHPZHHC,中欧瑾和灵活配置混合C,混合型-灵活,ZHONGOUJINHELINGHUOPEIZHIHUNHEC
001178,QHKYZRZGP,前海开源再融资股票,股票型,QIANHAIKAIYUANZAIRONGZIGUPIAO
001179,DBDJKLHPZHHA,德邦大健康灵活配置混合A,混合型-灵活,DEBANGDAJIANKANGLINGHUOPEIZHIHUNHEA
001181,NFGGJY,南方改革机遇,混合型-灵活,NANFANGGAIGEJIYU
001183,NFLTA,南方利淘A,混合型-灵活,NANFANGLITAOA
001184,YFDXCTLHPZHH,易方达新常态灵活配置混合,混合型-灵活,YIFANGDAXINCHANGTAILINGHUOPEIZHIHUNHE
001186,FGWTJKGPA,富国文体健康股票A,股票型,FUGUOWENTIJIANKANGGUPIAOA
001187,FGWTJKGPA,富国文体健康股票A(后端),股票型,FUGUOWENTIJIANKANGGUPIAOA
001188,PHGGHLGP,鹏华改革红利股票,股票型,PENGHUAGAIGEHONGLIGUPIAO
001190,PHHRHHA,鹏华弘润混合A,混合型-灵活,PENGHUAHONGRUNHUNHEA
001191,PHHRHHC,鹏华弘润混合C,混合型-灵活,PENGHUAHONGRUNHUNHEC
001192,MGZHQDHHA,摩根整合驱动混合A,混合型-灵活,MOGENZHENGHEQUDONGHUNHEA
001193,ZJXFSJGPA,中金消费升级股票A,股票型,ZHONGJINXIAOFEISHENGJIGUPIAOA
001194,JSCCWJHBHHA,景顺长城稳健回报混合A,混合型-灵活,JINGSHUNCHANGCHENGWENJIANHUIBAOHUNHEA
001195,GYNYCYGP,工银农业产业股票,股票型,GONGYINNONGYECHANYEGUPIAO
001197,CSZXSJZTLHPZHH,长盛转型升级主题灵活配置混合,混合型-灵活,CHANGSHENGZHUANXINGSHENGJIZHUTILINGHUOPEIZHIHUNHE
001198,DFHXLHPZHHA,东方惠新灵活配置混合A,混合型-灵活,DONGFANGHUIXINLINGHUOPEIZHIHUNHEA
001202,DFHLXJXHHA,东方红领先精选混合A,混合型-灵活,DONGFANGHONGLINGXIANJINGXUANHUNHEA
001208,NADTJJGPA,诺安低碳经济股票A,股票型,NUOANDITANJINGJIGUPIAOA
001209,QHKYYDYLHHA,前海开源一带一路混合A,混合型-灵活,QIANHAIKAIYUANYIDAIYILUHUNHEA
001210,THHLWHHA,天弘互联网混合A,混合型-灵活,TIANHONGHULIANWANGHUNHEA
001215,BSHGSYZQYJJA,博时沪港深优质企业基金A,混合型-灵活,BOSHIHUGANGSHENYOUZHIQIYEJIJINA
001216,YFDXSYHHA,易方达新收益混合A,混合型-灵活,YIFANGDAXINSHOUYIHUNHEA
001217,YFDXSYHHC,易方达新收益混合C,混合型-灵活,YIFANGDAXINSHOUYIHUNHEC
001218,GTRYJXSYHHA,国投瑞银精选收益混合A,混合型-灵活,GUOTOURUIYINJINGXUANSHOUYIHUNHEA
001219,MGDTDYZHHA,摩根动态多因子混合A,混合型-灵活,MOGENDONGTAIDUOYINZIHUNHEA
001220,MSJYYJJXHH,民生加银研究精选混合,混合型-灵活,MINSHENGJIAYINYANJIUJINGXUANHUNHE
001222,PHWYCZHH,鹏华外延成长混合,混合型-灵活,PENGHUAWAIYANCHENGZHANGHUNHE
001223,PHWHCMYLGP,鹏华文化传媒娱乐股票,股票型,PENGHUAWENHUACHUANMEIYULEGUPIAO
001224,ZYXSLLHPZHHA,中邮新思路灵活配置混合A,混合型-灵活,ZHONGYOUXINSILULINGHUOPEIZHIHUNHEA
001225,ZYQSJXLHPZHHA,中邮趋势精选灵活配置混合A,混合型-灵活,ZHONGYOUQUSHIJINGXUANLINGHUOPEIZHIHUNHEA
001226,ZYWJTLLHPZHH,中邮稳健添利灵活配置混合,混合型-灵活,ZHONGYOUWENJIANTIANLILINGHUOPEIZHIHUNHE
001227,ZYXXCYLHPZHHA,中邮信息产业灵活配置混合A,混合型-灵活,ZHONGYOUXINXICHANYELINGHUOPEIZHIHUNHEA
001228,GLAXXLHPZHHA,国联安鑫享灵活配置混合A,混合型-灵活,GUOLIANANXINXIANGLINGHUOPEIZHIHUNHEA
001229,DBFXLHPZHHA,德邦福鑫灵活配置混合A,混合型-灵活,DEBANGFUXINLINGHUOPEIZHIHUNHEA
001230,PHYYKJGPA,鹏华医药科技股票A,股票型,PENGHUAYIYAOKEJIGUPIAOA
001231,YHTLLHPZHHA,银华泰利灵活配置混合A,混合型-灵活,YINHUATAILILINGHUOPEIZHIHUNHEA
001236,BSSLZTGPA,博时丝路主题股票A,股票型,BOSHISILUZHUTIGUPIAOA
001239,CSGQGGHH,长盛国企改革混合,混合型-灵活,CHANGSHENGGUOQIGAIGEHUNHE
001244,HTBRLHZHHHA,华泰柏瑞量化智慧混合A,混合型-灵活,HUATAIBAIRUILIANGHUAZHIHUIHUNHEA
001245,GYSTHJGPA,工银生态环境股票A,股票型,GONGYINSHENGTAIHUANJINGGUPIAOA
001247,HTBRXLHHA,华泰柏瑞新利混合A,混合型-灵活,HUATAIBAIRUIXINLIHUNHEA
001249,YFDXLLHPZHH,易方达新利灵活配置混合,混合型-灵活,YIFANGDAXINLILINGHUOPEIZHIHUNHE
001250,THXHLHHFQA,天弘新活力混合发起A,混合型-灵活,TIANHONGXINHUOLIHUNHEFAQIA
001252,ZHJQSYHH,中海进取收益混合,混合型-灵活,ZHONGHAIJINQUSHOUYIHUNHE
001254,HLXQDHHA,宏利新起点混合A,混合型-灵活,HONGLIXINQIDIANHUNHEA
001255,CCGGHLHHA,长城改革红利混合A,混合型-灵活,CHANGCHENGGAIGEHONGLIHUNHEA
001256,HDYXCZHH,泓德优选成长混合,混合型-偏股,HONGDEYOUXUANCHENGZHANGHUNHE
001261,GLXJYHHA,国联新机遇混合A,混合型-灵活,GUOLIANXINJIYUHUNHEA
001265,GTXYLHPZHHA,国泰兴益灵活配置混合A,混合型-灵活,GUOTAIXINGYILINGHUOPEIZHIHUNHEA
001266,GTRYZCHHA,国投瑞银招财混合A,混合型-灵活,GUOTOURUIYINZHAOCAIHUNHEA
001267,HLLCHH,宏利蓝筹混合,混合型-偏股,HONGLILANCHOUHUNHE
001268,FGGJAQZTHHA,富国国家安全主题混合A,混合型-偏股,FUGUOGUOJIAANQUANZHUTIHUNHEA
001269,FGGJAQZTHHA,富国国家安全主题混合A(后端),混合型-偏股,FUGUOGUOJIAANQUANZHUTIHUNHEA
001270,YDLHPZHHXFQSA,英大灵活配置混合型发起式A,混合型-灵活,YINGDALINGHUOPEIZHIHUNHEXINGFAQISHIA
001271,YDLHPZHHXFQSB,英大灵活配置混合型发起式B,混合型-灵活,YINGDALINGHUOPEIZHIHUNHEXINGFAQISHIB
001272,XYJLLHPZHHA,兴业聚利灵活配置混合A,混合型-灵活,XINGYEJULILINGHUOPEIZHIHUNHEA
001275,ZYCXYSLHPZHH,中邮创新优势灵活配置混合,混合型-灵活,ZHONGYOUCHUANGXINYOUSHILINGHUOPEIZHIHUNHE
001276,JXXJJLHPZHH,建信新经济灵活配置混合,混合型-灵活,JIANXINXINJINGJILINGHUOPEIZHIHUNHE
001277,BSGQGGGPA,博时国企改革股票A,股票型,BOSHIGUOQIGAIGEGUPIAOA
001278,QHKYQJNYHHA,前海开源清洁能源混合A,混合型-灵活,QIANHAIKAIYUANQINGJIENENGYUANHUNHEA
001279,ZHJJZLHH,中海积极增利混合,混合型-灵活,ZHONGHAIJIJIZENGLIHUNHE
001280,YHJLLHPZHHA,银华聚利灵活配置混合A,混合型-灵活,YINHUAJULILINGHUOPEIZHIHUNHEA
001281,CAXLYXHHA,长安鑫利优选混合A,混合型-灵活,CHANGANXINLIYOUXUANHUNHEA
001282,HAXJYLHPZHHA,华安新机遇灵活配置混合A,混合型-灵活,HUAANXINJIYULINGHUOPEIZHIHUNHEA
001285,YFDXXHHI,易方达新鑫混合I,混合型-灵活,YIFANGDAXINXINHUNHEI
001286,YFDXXHHE,易方达新鑫混合E,混合型-灵活,YIFANGDAXINXINHUNHEE
001287,AXYSZZHHA,安信优势增长混合A,混合型-灵活,ANXINYOUSHIZENGZHANGHUNHEA
001289,YHHLLHPZHHA,银华汇利灵活配置混合A,混合型-灵活,YINHUAHUILILINGHUOPEIZHIHUNHEA
001291,DMLHDCLGP,大摩量化多策略股票,股票型,DAMOLIANGHUADUOCELUEGUPIAO
001294,XHZLXXCYLHPZHH,新华战略新兴产业灵活配置混合,混合型-灵活,XINHUAZHANLUEXINXINGCHANYELINGHUOPEIZHIHUNHE
001297,PAZHZGHH,平安智慧中国混合,混合型-灵活,PINGANZHIHUIZHONGGUOHUNHE
001298,JYMZXXHHA,金鹰民族新兴混合A,混合型-灵活,JINYINGMINZUXINXINGHUNHEA
001300,DCRJLHPZHHA,大成睿景灵活配置混合A,混合型-灵活,DACHENGRUIJINGLINGHUOPEIZHIHUNHEA
001301,DCRJLHPZHHC,大成睿景灵活配置混合C,混合型-灵活,DACHENGRUIJINGLINGHUOPEIZHIHUNHEC
001302,QHKYJYZBHHA,前海开源金银珠宝混合A,混合型-灵活,QIANHAIKAIYUANJINYINZHUBAOHUNHEA
001303,YHWLLHPZHHA,银华稳利灵活配置混合A,混合型-灵活,YINHUAWENLILINGHUOPEIZHIHUNHEA
001304,JXXAHBLHPZHHA,建信鑫安回报灵活配置混合A,混合型-灵活,JIANXINXINANHUIBAOLINGHUOPEIZHIHUNHEA
001305,JTTFGGHHA,九泰天富改革混合A,混合型-灵活,JIUTAITIANFUGAIGEHUNHEA
001306,ZOYYHHA,中欧永裕混合A,混合型-偏股,ZHONGOUYONGYUHUNHEA
001307,ZOYYHHC,中欧永裕混合C,混合型-偏股,ZHONGOUYONGYUHUNHEC
001311,HAXHBHHA,华安新回报混合A,混合型-灵活,HUAANXINHUIBAOHUNHEA
001312,HAXYXLHPZHHA,华安新优选灵活配置混合A,混合型-灵活,HUAANXINYOUXUANLINGHUOPEIZHIHUNHEA
001313,MGZHHLGPA,摩根智慧互联股票A,股票型,MOGENZHIHUIHULIANGUPIAOA
001314,YFDXYHHI,易方达新益混合I,混合型-灵活,YIFANGDAXINYIHUNHEI
001315,YFDXYHHE,易方达新益混合E,混合型-灵活,YIFANGDAXINYIHUNHEE
001316,AXWJZZHHA,安信稳健增值混合A,混合型-灵活,ANXINWENJIANZENGZHIHUNHEA
001318,DFXCLLHPZHHA,东方新策略灵活配置混合A,混合型-灵活,DONGFANGXINCELUELINGHUOPEIZHIHUNHEA
001319,NYXXCMGPA,农银信息传媒股票A,股票型,NONGYINXINXICHUANMEIGUPIAOA
001320,GYFYHBLHPZHHA,工银丰盈回报灵活配置混合A,混合型-灵活,GONGYINFENGYINGHUIBAOLINGHUOPEIZHIHUNHEA
001322,DWXQSJZXHH,东吴新趋势价值线混合,混合型-灵活,DONGWUXINQUSHIJIAZHIXIANHUNHE
001323,DWYDHLHHA,东吴移动互联混合A,混合型-灵活,DONGWUYIDONGHULIANHUNHEA
001324,HBXJZHH,华宝新价值混合,混合型-灵活,HUABAOXINJIAZHIHUNHE
001325,PHHHHHA,鹏华弘和混合A,混合型-灵活,PENGHUAHONGHEHUNHEA
001326,PHHHHHC,鹏华弘和混合C,混合型-灵活,PENGHUAHONGHEHUNHEC
001327,PHHHHHA,鹏华弘华混合A,混合型-灵活,PENGHUAHONGHUAHUNHEA
001328,PHHHHHC,鹏华弘华混合C,混合型-灵活,PENGHUAHONGHUAHUNHEC
001329,PHHSHHA,鹏华弘实混合A,混合型-灵活,PENGHUAHONGSHIHUNHEA
001330,PHHSHHC,鹏华弘实混合C,混合型-灵活,PENGHUAHONGSHIHUNHEC
001331,PHHXHHA,鹏华弘信混合A,混合型-灵活,PENGHUAHONGXINHUNHEA
001332,PHHXHHC,鹏华弘信混合C,混合型-灵活,PENGHUAHONGXINHUNHEC
001334,NFLXA,南方利鑫A,混合型-灵活,NANFANGLIXINA
001335,NFLZA,南方利众A,混合型-灵活,NANFANGLIZHONGA
001336,PHHYHHA,鹏华弘益混合A,混合型-灵活,PENGHUAHONGYIHUNHEA
001337,PHHYHHC,鹏华弘益混合C,混合型-灵活,PENGHUAHONGYIHUNHEC
001338,AXWJZZHHC,安信稳健增值混合C,混合型-灵活,ANXINWENJIANZENGZHIHUNHEC
001339,XYDXLHPZA,兴银鼎新灵活配置A,混合型-灵活,XINGYINDINGXINLINGHUOPEIZHIA
001342,YFDXXHHA,易方达新享混合A,混合型-灵活,YIFANGDAXINXIANGHUNHEA
001343,YFDXXHHC,易方达新享混合C,混合型-灵活,YIFANGDAXINXIANGHUNHEC
001345,FGXSYLHPZHHA,富国新收益灵活配置混合A,混合型-灵活,FUGUOXINSHOUYILINGHUOPEIZHIHUNHEA
001347,FGXSYLHPZHHC,富国新收益灵活配置混合C,混合型-灵活,FUGUOXINSHOUYILINGHUOPEIZHIHUNHEC
001349,FGGGDLHH,富国改革动力混合,混合型-偏股,FUGUOGAIGEDONGLIHUNHE
001352,MSJYXZLHHA,民生加银新战略混合A,混合型-灵活,MINSHENGJIAYINXINZHANLUEHUNHEA
001357,HDHFHHA,泓德泓富混合A,混合型-灵活,HONGDEHONGFUHUNHEA
001359,GLATXLHPZHHA,国联安添鑫灵活配置混合A,混合型-灵活,GUOLIANANTIANXINLINGHUOPEIZHIHUNHEA
001362,JSCCLXHBHHA,景顺长城领先回报混合A,混合型-灵活,JINGSHUNCHANGCHENGLINGXIANHUIBAOHUNHEA
001363,CCJHLHPZHHA,长城久惠灵活配置混合A,混合型-灵活,CHANGCHENGJIUHUILINGHUOPEIZHIHUNHEA
001364,DCJRLHPZHHA,大成景润灵活配置混合A,混合型-灵活,DACHENGJINGRUNLINGHUOPEIZHIHUNHEA
001365,DCZXHBLHPZHHA,大成正向回报灵活配置混合A,混合型-灵活,DACHENGZHENGXIANGHUIBAOLINGHUOPEIZHIHUNHEA
001366,JYCYZHHHA,金鹰产业整合混合A,混合型-灵活,JINYINGCHANYEZHENGHEHUNHEA
001370,ZYXQSLHPZHHA,中银新趋势灵活配置混合A,混合型-灵活,ZHONGYINXINQUSHILINGHUOPEIZHIHUNHEA
001371,FGHGSJZHHA,富国沪港深价值混合A,混合型-灵活,FUGUOHUGANGSHENJIAZHIHUNHEA
001373,YFDXSLLHPZHH,易方达新丝路灵活配置混合,混合型-灵活,YIFANGDAXINSILULINGHUOPEIZHIHUNHE
001375,JYSAYZJXHHC,金元顺安优质精选混合C,混合型-灵活,JINYUANSHUNANYOUZHIJINGXUANHUNHEC
001376,HDHFHHC,泓德泓富混合C,混合型-灵活,HONGDEHONGFUHUNHEC
001379,JSCCLXHBHHC,景顺长城领先回报混合C,混合型-灵活,JINGSHUNCHANGCHENGLINGXIANHUIBAOHUNHEC
001380,PHHSHHC,鹏华弘盛混合C,混合型-灵活,PENGHUAHONGSHENGHUNHEC
001381,PHHZHHC,鹏华弘泽混合C,混合型-灵活,PENGHUAHONGZEHUNHEC
001382,YFDGQGGHH,易方达国企改革混合,混合型-偏股,YIFANGDAGUOQIGAIGEHUNHE
001384,DFXSLHHA,东方新思路混合A,混合型-灵活,DONGFANGXINSILUHUNHEA
001385,DFXSLHHC,东方新思路混合C,混合型-灵活,DONGFANGXINSILUHUNHEC
001387,GLXJJHHA,国联新经济混合A,混合型-灵活,GUOLIANXINJINGJIHUNHEA
001388,GLXJJHHC,国联新经济混合C,混合型-灵活,GUOLIANXINJINGJIHUNHEC
001392,GFJRDCHHA,国富金融地产混合A,混合型-灵活,GUOFUJINRONGDICHANHUNHEA
001393,GFJRDCHHC,国富金融地产混合C,混合型-灵活,GUOFUJINRONGDICHANHUNHEC
001396,JXHLWCYSJGP,建信互联网+产业升级股票,股票型,JIANXINHULIANWANGCHANYESHENGJIGUPIAO
001398,HTBRJKSHHH,华泰柏瑞健康生活混合,混合型-灵活,HUATAIBAIRUIJIANKANGSHENGHUOHUNHE
001399,AXXADLHHA,安信鑫安得利混合A,混合型-灵活,ANXINXINANDELIHUNHEA
001400,AXXADLHHC,安信鑫安得利混合C,混合型-灵活,ANXINXINANDELIHUNHEC
001402,ZXBCXXHHA,中信保诚新选混合A,混合型-灵活,ZHONGXINBAOCHENGXINXUANHUNHEA
001403,ZSGQGGZTHHJJ,招商国企改革主题混合基金,混合型-偏股,ZHAOSHANGGUOQIGAIGEZHUTIHUNHEJIJIN
001404,ZSYDHLWCYGPJJA,招商移动互联网产业股票基金A,股票型,ZHAOSHANGYIDONGHULIANWANGCHANYEGUPIAOJIJINA
001405,DFHCLJXHHA,东方红策略精选混合A,混合型-灵活,DONGFANGHONGCELUEJINGXUANHUNHEA
001406,DFHCLJXHHC,东方红策略精选混合C,混合型-灵活,DONGFANGHONGCELUEJINGXUANHUNHEC
001407,JSCCWJHBHHC,景顺长城稳健回报混合C,混合型-灵活,JINGSHUNCHANGCHENGWENJIANHUIBAOHUNHEC
001409,GYHLWJGP,工银互联网加股票,股票型,GONGYINHULIANWANGJIAGUPIAO
